foto,alt,data_name,numdovoo,nomedovoo,pasta1,pasta2,mrk_folder,FlightYawDegree,abrupt_change_flag,LRFStatus,GimbalRollDegree,format,GpsStatus,DroneModel,dt_time,segmentos_total,light_source_classification,distance_3d_previous,ExifImageHeight,photogrammetry_quality_index,trajectory_smoothness,incidence_angle,LRFTargetAlt,speed_variation_index,DateTimeOriginal,file,YResolution,CameraSerialNumber,FNumber,dt_date,gimbal_angular_velocity,linear_velocity_instant,RtkDiffAge,rtk_effective_precision,FlightXSpeed,ShutterSpeedValue,FocusDistance,ShutterCount,path,LRFTargetAbsAlt,yaw_alignment_error,avg_velocity_between_photos,shutter_life_pct,FolderLevel2,LensTemperature,geodesic_distance_previous,AltitudeType,CaptureUUID,GimbalYawDegree,RtkStdHgt,FlightRollDegree,DigitalZoomRatio,speed_3d_kmh,dt_full,GPSMapDatum,RtkStdLon,LensPosition,predicted_overlap,SensorFPS,Model,FlightName,is_ideal_overlap,LRFTargetLon,orthorectification_potential,lon,ExposureMode,DroneSerialNumber,XResolution,mrk_path,ISOSpeedRatings,motion_blur_risk,FlightPitchDegree,DewarpFlag,displacement_direction,SensorTemperature,total_heat_index,AbsoluteAltitude,FlightZSpeed,RelativeAltitude,FileType,ExposureTime,RtkStdLat,UTCAtExposure,capture_efficiency,vertical_stability,LRFTargetDistance,exposure_value_ev,LRFTargetLat,PictureQuality,RtkFlag,size_mb,rtk_stability_score,estimated_coverage,lat,ApertureValue,ground_sample_distance_cm,GimbalOffset,ExifImageWidth,Software,LensSpecification,FocalLength,MaxApertureValue,GimbalPitchDegree,FlightYSpeed,RecommendedExposureIndex,mrk_file,strip_id,3DSpeed,LightSource,light_consistency,GpsLatitude,ExposureProgram,time_since_previous,FlightNumber,GpsLongitude,FolderLevel1,WhiteBalanceCCT
11,985.991,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1329",,Fluorescent,"0.007","3956","45","0.0","100.1","0.000","0.0",2026:04:01 13:29:42,DJI_20260401132942_0011_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","60.0","14.8314","0.80000",M̩dia,"14.1","8.9658","15371","51365",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401132942_0011_V.JPG,"0.000","18.0","0.0023","12.8413",NULL,,"0.0",RtkAlt,,"+162.10","0.03593","-0.20","1.0","53.4","202604011329",WGS-84,"0.01244",,"100.0",,M3E,m2,True,"0.0000000","25",,"0",1581F5FH82577002N061,"72.0",,"220","0.3066","-10.10",,"0.0",,"0.0","+985.991","0.0","+186.147",.JPG,"0.002","0.01188",2026-04-01T16:30:01.538702,"0.0","0.007","0.000","11.9366","0.0000000","90","50","12.95","99.9917","(600.9009, 450.2205)",,"2.97","9.6736","0.1","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","-4.6",,,"1","14.8314","2",Unknown,"(13.0, 40.0, 29.2133)","2","3.0","001","(45.0, 37.0, 46.7931)",DJI_202604011322_001_m2,
12,985.958,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1329",,Fluorescent,"0.033","3956","45","0.0","99.9","0.000","0.0",2026:04:01 13:29:46,DJI_20260401132946_0012_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.8314","1.00000",M̩dia,"14.1","8.9658","15371","51366",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401132946_0012_V.JPG,"0.000","18.0","0.0083","12.8415",NULL,,"0.0",RtkAlt,,"+162.10","0.03584","+0.10","1.0","53.4","202604011329",WGS-84,"0.01244",,"100.0",,M3E,m2,True,"0.0000000","25",,"0",1581F5FH82577002N061,"72.0",,"220","0.3066","-9.90",,"0.0",,"0.0","+985.958","0.0","+186.116",.JPG,"0.002","0.01188",2026-04-01T16:30:04.832369,"0.0","0.033","0.000","11.9366","0.0000000","90","50","12.97","99.997","(600.8808, 450.2054)",,"2.97","9.6733","0.1","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","-4.6",,,"1","14.8314","2",Unknown,"(13.0, 40.0, 27.6943)","2","4.0","001","(45.0, 37.0, 47.3021)",DJI_202604011322_001_m2,
13,986.004,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1329",,Fluorescent,"0.046","3956","45","0.0","99.8","0.000","0.0",2026:04:01 13:29:49,DJI_20260401132949_0013_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","60.0","14.8314","1.20000",M̩dia,"14.1","8.9658","15371","51367",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401132949_0013_V.JPG,"0.000","18.0","0.0153","12.8417",NULL,,"0.0",RtkAlt,,"-17.90","0.03617","+0.00","1.0","53.4","202604011329",WGS-84,"0.01238",,"100.0",,M3E,m2,True,"0.0000000","25",,"0",1581F5FH82577002N061,"72.0",,"220","0.3066","-9.90",,"0.0",,"0.0","+986.004","0.0","+186.151",.JPG,"0.002","0.01180",2026-04-01T16:30:08.136505,"0.0","0.046","0.000","11.9366","0.0000000","90","50","12.98","99.9937","(600.9089, 450.2264)",,"2.97","9.6737","0.1","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.6",,,"1","14.8314","2",Unknown,"(13.0, 40.0, 26.1711)","2","3.0","001","(45.0, 37.0, 47.8125)",DJI_202604011322_001_m2,
14,985.995,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1329",,Fluorescent,"0.009","3956","75","0.0","99.8","0.000","0.0",2026:04:01 13:29:52,DJI_20260401132952_0014_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","60.0","14.8314","1.60000",Alta,"14.1","8.9658","15371","51368",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401132952_0014_V.JPG,"0.000","18.0","0.003","12.842",NULL,,"0.0",RtkAlt,,"+162.10","0.03558","+0.00","1.0","53.4","202604011329",WGS-84,"0.01228",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.3066","-9.80",,"0.0",,"0.0","+985.995","0.0","+186.149",.JPG,"0.002","0.01174",2026-04-01T16:30:11.428340,"0.0","0.009","0.000","11.9366","0.0000000","90","50","13.0","99.975","(600.9034, 450.2223)",,"2.97","9.6736","0.1","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","-4.6",,,"1","14.8314","2",Unknown,"(13.0, 40.0, 24.6522)","2","3.0","001","(45.0, 37.0, 48.3203)",DJI_202604011322_001_m2,
15,985.986,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1329",,Fluorescent,"0.009","3956","75","0.0","99.8","0.000","0.0",2026:04:01 13:29:56,DJI_20260401132956_0015_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.025","14.8314","0.80000",Alta,"14.1","8.9658","15371","51369",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401132956_0015_V.JPG,"0.000","18.0","0.0023","12.8422",NULL,,"0.0",RtkAlt,,"+162.20","0.03554","+0.10","1.0","53.4","202604011329",WGS-84,"0.01230",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.3066","-9.80",,"0.0",,"0.0","+985.986","0.0","+186.141",.JPG,"0.002","0.01175",2026-04-01T16:30:14.714264,"0.0","0.009","0.000","11.9366","0.0000000","90","50","12.95","99.9997","(600.8979, 450.2182)",,"2.97","9.6735","0.2","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","-4.6",,,"1","14.8314","2",Unknown,"(13.0, 40.0, 23.1371)","2","4.0","001","(45.0, 37.0, 48.8267)",DJI_202604011322_001_m2,
16,985.988,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1329",,Fluorescent,"0.002","3956","75","0.0","99.7","0.000","0.0",2026:04:01 13:29:59,DJI_20260401132959_0016_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","60.0","14.8314","1.20000",Alta,"14.1","8.9658","15371","51370",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401132959_0016_V.JPG,"0.000","18.0","0.0007","12.8425",NULL,,"0.0",RtkAlt,,"-17.80","0.03520","+0.90","1.0","53.4","202604011329",WGS-84,"0.01213",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.3066","-9.80",,"0.0",,"0.0","+985.988","0.0","+186.134",.JPG,"0.002","0.01166",2026-04-01T16:30:18.022489,"0.0","0.002","0.000","11.9366","0.0000000","90","50","12.99","99.98","(600.8991, 450.2191)",,"2.97","9.6736","0.2","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.6",,,"1","14.8314","2",Unknown,"(13.0, 40.0, 21.6108)","2","3.0","001","(45.0, 37.0, 49.3367)",DJI_202604011322_001_m2,
17,986.003,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1330",,Fluorescent,"0.015","3956","75","0.0","100.4","0.000","0.0",2026:04:01 13:30:02,DJI_20260401133002_0017_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.8314","1.60000",Alta,"14.1","8.9658","15371","51371",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133002_0017_V.JPG,"0.000","18.0","0.005","12.8428",NULL,,"0.0",RtkAlt,,"-17.80","0.03518","+0.00","1.0","53.4","202604011330",WGS-84,"0.01221",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.3066","-10.50",,"0.0",,"0.0","+986.003","0.0","+186.157",.JPG,"0.002","0.01166",2026-04-01T16:30:21.326615,"0.0","0.015","0.000","11.9366","0.0000000","90","50","12.91","99.998","(600.9083, 450.226)",,"2.97","9.6737","0.2","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.6",,,"1","14.8314","2",Unknown,"(13.0, 40.0, 20.087)","2","3.0","001","(45.0, 37.0, 49.8458)",DJI_202604011322_001_m2,
18,985.985,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1330",,Fluorescent,"0.018","3956","75","0.0","100.6","0.000","0.0",2026:04:01 13:30:05,DJI_20260401133005_0018_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","59.9667","14.8314","0.80000",Alta,"14.1","8.9658","15371","51372",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133005_0018_V.JPG,"0.000","18.0","0.006","12.843",NULL,,"0.0",RtkAlt,,"+162.10","0.03508","-0.50","1.0","53.4","202604011330",WGS-84,"0.01216",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.3066","-10.60",,"0.0",,"0.0","+985.985","0.0","+186.141",.JPG,"0.002","0.01163",2026-04-01T16:30:24.610722,"0.0","0.018","0.000","11.9366","0.0000000","90","50","12.95","99.994","(600.8973, 450.2177)",,"2.97","9.6735","0.1","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","-4.6",,,"1","14.8314","2",Unknown,"(13.0, 40.0, 18.5724)","2","3.0","001","(45.0, 37.0, 50.3521)",DJI_202604011322_001_m2,
19,985.985,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.10",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1330",,Fluorescent,"0.0","3956","75","0.0","100.1","0.000","0.0032",2026:04:01 13:30:09,DJI_20260401133009_0019_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","44.975","14.9265","1.20000",Alta,"14.2","8.9658","15371","51373",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133009_0019_V.JPG,"0.000","18.1","0.0","12.8433",NULL,,"0.0",RtkAlt,,"-17.80","0.03487","+0.10","1.0","53.7","202604011330",WGS-84,"0.01205",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.3086","-10.20",,"0.0",,"0.0","+985.985","0.0","+186.138",.JPG,"0.002","0.01166",2026-04-01T16:30:27.944888,"0.0","0.0","0.000","11.9366","0.0000000","90","50","12.91","99.9903","(600.8973, 450.2177)",,"2.97","9.6735","0.3","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.6",,,"1","14.9265","2",Unknown,"(13.0, 40.0, 17.0347)","2","4.0","001","(45.0, 37.0, 50.8685)",DJI_202604011322_001_m2,
20,985.984,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1330",,Fluorescent,"0.001","3956","75","0.0","100.0","0.000","0.0032",2026:04:01 13:30:12,DJI_20260401133012_0020_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","60.0","14.8314","1.40000",Alta,"14.1","8.9658","15371","51374",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133012_0020_V.JPG,"0.000","18.0","0.0003","12.8435",NULL,,"0.0",RtkAlt,,"+162.20","0.03487","+0.50","1.0","53.4","202604011330",WGS-84,"0.01204",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.3066","-10.00",,"0.0",,"0.0","+985.984","0.0","+186.129",.JPG,"0.002","0.01156",2026-04-01T16:30:31.198509,"0.0","0.001","0.000","11.9366","0.0000000","90","50","12.96","99.9963","(600.8967, 450.2173)",,"2.97","9.6735","0.2","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","-4.6",,,"1","14.8314","2",Unknown,"(13.0, 40.0, 15.5328)","2","3.0","001","(45.0, 37.0, 51.3713)",DJI_202604011322_001_m2,
21,985.99,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1330",,Fluorescent,"0.006","3956","75","0.0","100.2","0.000","0.001",2026:04:01 13:30:15,DJI_20260401133015_0021_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","59.9667","14.8007","1.60000",Alta,"14.1","8.9658","15371","51375",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133015_0021_V.JPG,"0.000","18.0","0.002","12.8438",NULL,,"0.0",RtkAlt,,"-17.90","0.03493","-0.60","1.0","53.3","202604011330",WGS-84,"0.01205",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.306","-10.30",,"0.0",,"0.0","+985.990","0.0","+186.148",.JPG,"0.002","0.01161",2026-04-01T16:30:34.506269,"0.0","0.006","0.000","11.9366","0.0000000","90","50","13.01","99.996","(600.9003, 450.22)",,"2.97","9.6736","0.1","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.5",,,"1","14.8007","2",Unknown,"(13.0, 40.0, 14.0074)","2","3.0","001","(45.0, 37.0, 51.8808)",DJI_202604011322_001_m2,
22,985.991,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1330",,Fluorescent,"0.001","3956","75","0.0","99.8","0.000","0.0",2026:04:01 13:30:19,DJI_20260401133019_0022_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.8007","1.00000",Alta,"14.1","8.9658","15371","51376",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133019_0022_V.JPG,"0.000","18.0","0.0002","12.844",NULL,,"0.0",RtkAlt,,"-17.90","0.03545","-0.20","1.0","53.3","202604011330",WGS-84,"0.01216",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.306","-9.90",,"0.0",,"0.0","+985.991","0.0","+186.148",.JPG,"0.002","0.01170",2026-04-01T16:30:37.815852,"0.0","0.001","0.000","11.9366","0.0000000","90","50","13.04","99.976","(600.9009, 450.2205)",,"2.97","9.6736","0.1","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.5",,,"1","14.8007","2",Unknown,"(13.0, 40.0, 12.4792)","2","4.0","001","(45.0, 37.0, 52.392)",DJI_202604011322_001_m2,
23,985.984,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1330",,Daylight,"0.007","3956","75","0.0","99.6","0.000","0.0",2026:04:01 13:30:22,DJI_20260401133022_0023_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","60.0","14.8007","1.20000",Alta,"14.1","8.9658","15371","51377",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133022_0023_V.JPG,"0.000","18.0","0.0023","12.8442",NULL,,"0.0",RtkAlt,,"+162.10","0.03469","-0.40","1.0","53.3","202604011330",WGS-84,"0.01195",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"220","0.306","-9.60",,"0.0",,"0.0","+985.984","0.0","+186.134",.JPG,"0.002","0.01145",2026-04-01T16:30:41.119077,"0.0","0.007","0.000","11.9366","0.0000000","90","50","12.75","99.9593","(600.8967, 450.2173)",,"2.97","9.6735","0.1","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","-4.5",,,"1","14.8007","1",Unknown,"(13.0, 40.0, 10.9553)","2","3.0","001","(45.0, 37.0, 52.9012)",DJI_202604011322_001_m2,
24,986.001,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1330",,Daylight,"0.017","3956","75","0.0","100.1","0.000","0.001",2026:04:01 13:30:25,DJI_20260401133025_0024_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","60.0","14.8314","1.60000",Alta,"14.1","8.9658","15371","51378",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133025_0024_V.JPG,"0.000","18.0","0.0057","12.8445",NULL,,"0.0",RtkAlt,,"-17.90","0.03481","-0.10","1.0","53.4","202604011330",WGS-84,"0.01201",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"190","0.3066","-10.20",,"0.0",,"0.0","+986.001","0.0","+186.151",.JPG,"0.002","0.01150",2026-04-01T16:30:44.423661,"0.0","0.017","0.000","11.9366","0.0000000","90","50","12.66","99.9923","(600.907, 450.225)",,"2.97","9.6737","0.1","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.6",,,"1","14.8314","1",Unknown,"(13.0, 40.0, 9.4315)","2","3.0","001","(45.0, 37.0, 53.4113)",DJI_202604011322_001_m2,
25,985.982,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1330",,Daylight,"0.019","3956","75","0.0","100.2","0.000","0.0022",2026:04:01 13:30:29,DJI_20260401133029_0025_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","45.0","14.896","0.80000",Alta,"14.2","8.9658","15371","51379",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133029_0025_V.JPG,"0.000","18.0","0.0048","12.8447",NULL,,"0.0",RtkAlt,,"+162.10","0.03471","+0.00","1.0","53.6","202604011330",WGS-84,"0.01198",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"190","0.308","-10.20",,"0.0",,"0.0","+985.982","0.0","+186.142",.JPG,"0.002","0.01153",2026-04-01T16:30:47.727334,"0.0","0.019","0.000","11.9366","0.0000000","90","50","12.8","99.9967","(600.8955, 450.2164)",,"2.97","9.6735","0.1","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","-4.5",,,"1","14.896","1",Unknown,"(13.0, 40.0, 7.908)","2","4.0","001","(45.0, 37.0, 53.9203)",DJI_202604011322_001_m2,
26,985.969,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1330",,Daylight,"0.013","3956","75","0.0","99.3","0.000","0.0022",2026:04:01 13:30:32,DJI_20260401133032_0026_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","60.0","14.8314","1.20000",Alta,"14.1","8.9658","15371","51380",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133032_0026_V.JPG,"0.000","18.0","0.0043","12.845",NULL,,"0.0",RtkAlt,,"-17.90","0.03443","+0.40","1.0","53.4","202604011330",WGS-84,"0.01195",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"180","0.3066","-9.40",,"0.0",,"0.0","+985.969","0.0","+186.131",.JPG,"0.002","0.01139",2026-04-01T16:30:50.973659,"0.0","0.013","0.000","11.9366","0.0000000","90","50","13.18","99.985","(600.8875, 450.2104)",,"2.97","9.6734","0.1","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.6",,,"1","14.8314","1",Unknown,"(13.0, 40.0, 6.4096)","2","3.0","001","(45.0, 37.0, 54.4208)",DJI_202604011322_001_m2,
27,985.978,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-17.90",False,Normal,"+0.00",MPO_RGB,RTK,M3E,"1330",,Daylight,"0.009","3956","75","0.0","100.0","0.000","0.0022",2026:04:01 13:30:35,DJI_20260401133035_0027_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","0.0","14.896","1.40000",Alta,"14.2","8.9658","15371","51381",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133035_0027_V.JPG,"0.000","17.9","0.003","12.8453",NULL,,"0.0",RtkAlt,,"-17.90","0.03454","+0.00","1.0","53.6","202604011330",WGS-84,"0.01195",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"170","0.308","-10.10",,"0.0",,"0.0","+985.978","0.0","+186.127",.JPG,"0.002","0.01149",2026-04-01T16:30:54.285071,"0.0","0.009","0.000","11.9366","0.0000000","90","50","13.51","99.993","(600.893, 450.2145)",,"2.97","9.6735","0.0","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-89.90","-4.5",,,"1","14.896","1",Unknown,"(13.0, 40.0, 4.882)","2","3.0","001","(45.0, 37.0, 54.9325)",DJI_202604011322_001_m2,
28,985.982,"20260401","001",m2,DJI_202604011322_001_m2,NULL,F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2,"-18.00",False,Normal,"+180.00",MPO_RGB,RTK,M3E,"1330",,Daylight,"0.004","3956","75","0.0","100.0","0.000","0.0032",2026:04:01 13:30:38,DJI_20260401133038_0028_V.JPG,"72.0",493ON344AB04YQ,"2.8","20260401","59.9667","14.8007","0.80000",Alta,"14.1","8.9658","15371","51382",F:\AGROCERRADO\Faz Talisma Correntina\INPUT\20260401\M3E\DJI_202604011322_001_m2\DJI_20260401133038_0028_V.JPG,"0.000","18.0","0.0013","12.8455",NULL,,"0.0",RtkAlt,,"+162.20","0.03437","+0.40","1.0","53.3","202604011330",WGS-84,"0.01188",,"100.0",,M3E,m2,True,"0.0000000","55",,"0",1581F5FH82577002N061,"72.0",,"170","0.306","-10.00",,"0.0",,"0.0","+985.982","0.0","+186.145",.JPG,"0.002","0.01140",2026-04-01T16:30:57.570996,"0.0","0.004","0.000","11.9366","0.0000000","90","50","13.63","99.989","(600.8955, 450.2164)",,"2.97","9.6735","0.2","5280",11.09.08.24,"(0.24, 0.24, 2.8, 11.0)","12.29","2.97","-90.00","-4.5",,,"1","14.8007","1",Unknown,"(13.0, 40.0, 3.3669)","2","3.0","001","(45.0, 37.0, 55.4392)",DJI_202604011322_001_m2,
