PhotoNum,Altitude,FlightNum,FlightNam,UTCTime,XSpeed,Latitude,YSpeed,Longitude,ZSpeed,File,DateTime,class_manu,tiro_id,tiro_val,score,azi_inst,azi_med,del_azi,del_tmp,del_dst,vel_inst
20,507.798999999999978,"004",imp07,2026-03-19T12:30:53.834340,-2.200000000000000,-18.371368980000000,-9.699999999999999,-53.981638359999998,0.000000000000000,DJI_20260319093034_0020_D.JPG,2026-03-19T09:30:34-03:00,"1",1,1,0,257.85874365,257.63655483,0.22218881,3.19100213,31.80910502,9.96837473
21,507.807000000000016,"004",imp07,2026-03-19T12:30:57.070048,-2.200000000000000,-18.371435989999998,-9.699999999999999,-53.981938560000003,0.000000000000000,DJI_20260319093037_0021_D.JPG,2026-03-19T09:30:37-03:00,"1",1,1,0,257.41684272,257.66659597,0.24975325,3.23570800,32.58091612,10.06917687
22,507.781000000000006,"004",imp07,2026-03-19T12:31:00.287021,-2.200000000000000,-18.371500080000001,-9.699999999999999,-53.982235099999997,0.000000000000000,DJI_20260319093041_0022_D.JPG,2026-03-19T09:30:41-03:00,"1",1,1,0,257.80447026,257.63739345,0.16707681,3.21697283,32.13149154,9.98811406
23,507.764000000000010,"004",imp07,2026-03-19T12:31:03.495716,-2.200000000000000,-18.371565950000001,-9.699999999999999,-53.982531020000003,0.000000000000000,DJI_20260319093044_0023_D.JPG,2026-03-19T09:30:44-03:00,"1",1,1,0,257.45089805,257.64485575,0.19395770,3.20869517,32.11173593,10.00772407
24,507.723999999999990,"004",imp07,2026-03-19T12:31:07.777610,-0.200000000000000,-18.371623440000000,-0.700000000000000,-53.982790369999996,0.000000000000000,DJI_20260319093048_0024_D.JPG,2026-03-19T09:30:48-03:00,"1",1,1,0,257.50137099,257.64649357,0.14512258,4.28189397,28.13732285,6.57123298
25,507.783999999999992,"004",imp07,2026-03-19T12:31:25.889260,-0.100000000000000,-18.371610789999998,-0.200000000000000,-53.982740589999999,0.000000000000000,DJI_20260319093106_0025_D.JPG,2026-03-19T09:31:06-03:00,"1",2,1,4,75.74190119,257.61054609,178.13135511,18.11164999,5.44393555,0.30057646
26,507.720000000000027,"004",imp07,2026-03-19T12:31:33.227299,-1.800000000000000,-18.371681530000000,-7.900000000000000,-53.983058939999999,0.000000000000000,DJI_20260319093114_0026_D.JPG,2026-03-19T09:31:14-03:00,"1",2,1,0,257.47195455,257.83700719,0.36505264,7.33803892,34.54262128,4.70733689
27,507.701000000000022,"004",imp07,2026-03-19T12:31:36.727153,-2.300000000000000,-18.371748400000001,-10.000000000000000,-53.983363349999998,0.000000000000000,DJI_20260319093117_0027_D.JPG,2026-03-19T09:31:17-03:00,"1",2,1,0,257.61057161,257.83028876,0.21971715,3.49985409,33.01077257,9.43204252
28,507.656000000000006,"004",imp07,2026-03-19T12:31:39.828946,-2.200000000000000,-18.371811260000001,-9.699999999999999,-53.983654289999997,0.000000000000000,DJI_20260319093120_0028_D.JPG,2026-03-19T09:31:20-03:00,"1",2,1,0,257.80817573,257.81888984,0.01071411,3.10179305,31.52417042,10.16320880
29,507.632000000000005,"004",imp07,2026-03-19T12:31:43.045406,-2.200000000000000,-18.371876520000001,-9.600000000000000,-53.983949500000001,0.000000000000000,DJI_20260319093123_0029_D.JPG,2026-03-19T09:31:23-03:00,"1",2,1,0,257.53450229,257.87211607,0.33761378,3.21645999,32.02331513,9.95607445
30,507.610000000000014,"004",imp07,2026-03-19T12:31:46.269004,-2.200000000000000,-18.371941880000001,-9.699999999999999,-53.984246720000002,0.000000000000000,DJI_20260319093127_0030_D.JPG,2026-03-19T09:31:27-03:00,"1",2,1,0,257.59780357,257.83939669,0.24159312,3.22359800,32.23276571,9.99900288
31,507.574999999999989,"004",imp07,2026-03-19T12:31:49.506065,-2.200000000000000,-18.372007130000000,-9.699999999999999,-53.984545349999998,0.000000000000000,DJI_20260319093130_0031_D.JPG,2026-03-19T09:31:30-03:00,"1",2,1,0,257.67470320,257.80678152,0.13207832,3.23706079,32.37526149,10.00143761
32,507.540000000000020,"004",imp07,2026-03-19T12:31:52.607891,-2.200000000000000,-18.372070369999999,-9.699999999999999,-53.984831470000003,0.000000000000000,DJI_20260319093133_0032_D.JPG,2026-03-19T09:31:33-03:00,"1",2,1,0,257.53651415,257.83901141,0.30249726,3.10182619,31.03696864,10.00603088
33,507.519000000000005,"004",imp07,2026-03-19T12:31:55.855534,-2.200000000000000,-18.372135860000000,-9.699999999999999,-53.985130480000002,0.000000000000000,DJI_20260319093136_0033_D.JPG,2026-03-19T09:31:36-03:00,"1",2,1,0,257.64599842,257.80551942,0.15952100,3.24764299,32.42031571,9.98272155
34,507.470000000000027,"004",imp07,2026-03-19T12:31:59.081751,-2.200000000000000,-18.372199920000000,-9.699999999999999,-53.985427840000000,0.000000000000000,DJI_20260319093139_0034_D.JPG,2026-03-19T09:31:39-03:00,"1",2,1,0,257.84262202,257.82990495,0.01271708,3.22621703,32.21516288,9.98542955
35,507.461999999999989,"004",imp07,2026-03-19T12:32:02.293290,-2.100000000000000,-18.372264220000002,-9.600000000000000,-53.985724390000001,0.000000000000000,DJI_20260319093143_0035_D.JPG,2026-03-19T09:31:43-03:00,"1",2,1,0,257.76611175,257.87255793,0.10644618,3.21153879,32.13752731,10.00689370
36,507.406000000000006,"004",imp07,2026-03-19T12:32:05.407240,-2.200000000000000,-18.372326850000000,-9.699999999999999,-53.986011099999999,0.000000000000000,DJI_20260319093146_0036_D.JPG,2026-03-19T09:31:46-03:00,"1",2,1,0,257.67766077,257.64889571,0.02876506,3.11395001,31.08254563,9.98170988
